title,year,link,price,city,date,views,is_verified_seller,is_from_dealer,is_official_dealer,mean_price,offer_price,generation,bodywork,engine_volume,mileage,transmission,drive,wheel,color,customs_clearance_in_kz,city_filter,price_numeric,engine_volume_num,brand,price_diff,is_bargain,car_age,price_per_year
Mercedes-benz g 63 amg 4matic,2018,https://kolesa.kz/a/show/218081394?search_id=4ceedfb74f57eba728467ff41d2bf8a2ab9beb51&search_type=filter&advert_position=580,122000000,Караганда,29 апреля,322,True,False,False,129095000.0,122 000 000 ₸,2018 - н.в. W463,Внедорожник,4 (бензин),25000,Автомат,Полный привод,Слева,Не указан,Да,all,122000000,4.0,Mercedes-benz,7095000.0,Yes,8,13555555.555555556
Land rover range rover autobiography,2021,https://kolesa.kz/a/show/216356550?search_id=6d4eb8cfd1f2acfeadbc00218d72ee2dc1017c97&search_type=filter&advert_position=584,138977000,Семей,30 апреля,995,True,False,False,79103000.0,138 977 000 ₸,2021 - н.в. 5 поколение,Внедорожник,4.4 (бензин),0,Автомат,Полный привод,Слева,Не указан,Да,all,138977000,4.4,Land,-59874000.0,No,5,23162833.333333332
Mercedes-benz s 580 4matic,2020,https://kolesa.kz/a/show/213957944?search_id=6d4eb8cfd1f2acfeadbc00218d72ee2dc1017c97&search_type=filter&advert_position=585,110320000,Алматы,29 апреля,3524,False,False,True,79103000.0,110 320 000 ₸,2020 - н.в. W223,Седан,4 (бензин),0,Автомат,Полный привод,Слева,Черный металлик,Да,all,110320000,4.0,Mercedes-benz,-31217000.0,No,6,15760000.0
Porsche taycan turbo,2019,https://kolesa.kz/a/show/209397198?search_id=6d4eb8cfd1f2acfeadbc00218d72ee2dc1017c97&search_type=filter&advert_position=586,101400000,Алматы,29 апреля,1022,False,False,True,79103000.0,101 400 000 ₸,2019 - н.в. 1 поколение (Y1A),Седан,Не указан,0,Автомат,Полный привод,Слева,Серый,Да,all,101400000,3.5,Porsche,-22297000.0,No,7,12675000.0
Land rover range rover sport dynamic se,2022,https://kolesa.kz/a/show/216071126?search_id=6d4eb8cfd1f2acfeadbc00218d72ee2dc1017c97&search_type=filter&advert_position=587,104391000,Алматы,30 апреля,1107,True,False,False,79103000.0,104 391 000 ₸,2022 - н.в. 3 поколение,Внедорожник,3 (бензин),20,Автомат,Полный привод,Слева,Черный металлик,Да,all,104391000,3.0,Land,-25288000.0,No,4,20878200.0
Bmw x7 xdrive 40i,2022,https://kolesa.kz/a/show/216435376?search_id=6d4eb8cfd1f2acfeadbc00218d72ee2dc1017c97&search_type=filter&advert_position=588,86187409,Алматы,30 апреля,551,False,False,True,79300000.0,86 187 409 ₸,2022 - н.в. G07 рестайлинг,Кроссовер,3 (бензин),0,Автомат,Полный привод,Слева,Синий металлик,Да,all,86187409,3.0,Bmw,-6887409.0,No,4,17237481.8
Audi a8,2021,https://kolesa.kz/a/show/212769434?search_id=6d4eb8cfd1f2acfeadbc00218d72ee2dc1017c97&search_type=filter&advert_position=589,110000000,Алматы,29 апреля,10767,False,False,True,79103000.0,110 000 000 ₸,2021 - н.в. 4 поколение рестайлинг (D5),Седан,3 (гибрид),0,Автомат,Полный привод,Слева,Черный,Да,all,110000000,3.0,Audi,-30897000.0,No,5,18333333.333333332
Mercedes-benz sl 63 amg,2016,https://kolesa.kz/a/show/217617968?search_id=6d4eb8cfd1f2acfeadbc00218d72ee2dc1017c97&search_type=filter&advert_position=590,70000000,Алматы,30 апреля,1012,True,False,False,79103000.0,70 000 000 ₸,2016 - н.в. R231 рестайлинг,Родстер,5.5 (бензин),0,Автомат,Задний привод,Слева,Не указан,Да,all,70000000,5.5,Mercedes-benz,9103000.0,Yes,10,6363636.363636363
Mercedes-benz gls 63 amg 4matic,2019,https://kolesa.kz/a/show/207045415?search_id=6d4eb8cfd1f2acfeadbc00218d72ee2dc1017c97&search_type=filter&advert_position=591,137252360,Алматы,29 апреля,8443,False,False,True,79103000.0,137 252 360 ₸,2019 - н.в. X167,Внедорожник,4 (бензин),7,Автомат,Полный привод,Слева,Черный металлик,Да,all,137252360,4.0,Mercedes-benz,-58149360.0,No,7,17156545.0
Rolls-royce cullinan,2018,https://kolesa.kz/a/show/217589200?search_id=6d4eb8cfd1f2acfeadbc00218d72ee2dc1017c97&search_type=filter&advert_position=592,230000000,Алматы,30 апреля,1242,True,False,False,79103000.0,230 000 000 ₸,2018 - н.в. 1 поколение (RR31),Кроссовер,6.7 (бензин),500,Автомат,Полный привод,Слева,Не указан,Да,all,230000000,6.7,Rolls-royce,-150897000.0,No,8,25555555.555555556
Porsche cayenne coupe v6,2023,https://kolesa.kz/a/show/204422349?search_id=6d4eb8cfd1f2acfeadbc00218d72ee2dc1017c97&search_type=filter&advert_position=593,98400000,Алматы,30 апреля,630,False,False,True,79103000.0,98 400 000 ₸,2023 - н.в. 3 поколение рестайлинг (9YB),Кроссовер,3 (бензин),0,Автомат,Полный привод,Слева,Черный,Да,all,98400000,3.0,Porsche,-19297000.0,No,3,24600000.0
Audi q7 55 tfsi,2015,https://kolesa.kz/a/show/179502447?search_id=6d4eb8cfd1f2acfeadbc00218d72ee2dc1017c97&search_type=filter&advert_position=594,61450000,Алматы,29 апреля,4027,False,False,True,79103000.0,61 450 000 ₸,2015 - н.в. 2 поколение (4M),Кроссовер,3 (бензин),0,Автомат,Полный привод,Слева,Серый,Да,all,61450000,3.0,Audi,17653000.0,Yes,11,5120833.333333333
Lexus lx 600 luxury,2021,https://kolesa.kz/a/show/202894713?search_id=6d4eb8cfd1f2acfeadbc00218d72ee2dc1017c97&search_type=filter&advert_position=595,93590000,Кызылорда,29 апреля,4126,False,False,True,79103000.0,93 590 000 ₸,2021 - н.в. 4 поколение,Внедорожник,3.5 (бензин),0,Автомат,Полный привод,Слева,Белый металлик,Да,all,93590000,3.5,Lexus,-14487000.0,No,5,15598333.333333334
Toyota land cruiser gr sport,2021,https://kolesa.kz/a/show/209122206?search_id=6d4eb8cfd1f2acfeadbc00218d72ee2dc1017c97&search_type=filter&advert_position=596,68770500,Алматы,29 апреля,4764,False,False,True,67236000.0,68 770 500 ₸,2021 - н.в. J300,Внедорожник,3.5 (бензин),0,Автомат,Полный привод,Слева,Белый металлик,Да,all,68770500,3.5,Toyota,-1534500.0,No,5,11461750.0
Infiniti qx80,2024,https://kolesa.kz/a/show/213977921?search_id=6d4eb8cfd1f2acfeadbc00218d72ee2dc1017c97&search_type=filter&advert_position=598,76990000,Усть-каменогорск,29 апреля,2039,False,False,True,79103000.0,76 990 000 ₸,2024 - н.в. Z63,Внедорожник,3.5 (бензин),0,Автомат,Полный привод,Слева,Не указан,Да,all,76990000,3.5,Infiniti,2113000.0,No,2,25663333.333333332
Bmw x7 xdrive 40i,2022,https://kolesa.kz/a/show/213277474?search_id=6d4eb8cfd1f2acfeadbc00218d72ee2dc1017c97&search_type=filter&advert_position=599,65000000,Астана,30 апреля,6461,True,False,False,79103000.0,65 000 000 ₸,2022 - н.в. G07 рестайлинг,Кроссовер,3 (бензин),0,Автомат,Полный привод,Слева,Не указан,Нет,all,65000000,3.0,Bmw,14103000.0,Yes,4,13000000.0
Lexus gx 550 luxury,2023,https://kolesa.kz/a/show/208520026?search_id=a68f45091fb4c67bb4f9e3b8b10648bc624bc5c1&search_type=filter&advert_position=601,65000000,Шымкент,29 апреля,3755,False,False,True,59305000.0,65 000 000 ₸,2023 - н.в. 3 поколение (J250),Внедорожник,3.4 (бензин),474,Автомат,Полный привод,Слева,Белый металлик,Да,all,65000000,3.4,Lexus,-5695000.0,No,3,16250000.0
Mercedes-benz g 63 amg,2018,https://kolesa.kz/a/show/218174719?search_id=a68f45091fb4c67bb4f9e3b8b10648bc624bc5c1&search_type=filter&advert_position=602,157000000,Алматы,30 апреля,4,False,False,False,193829000.0,157 000 000 ₸,2018 - н.в. W463,Внедорожник,4 (бензин),15500,Автомат,Полный привод,Слева,Не указан,Да,all,157000000,4.0,Mercedes-benz,36829000.0,Yes,8,17444444.444444444
Mercedes-benz g 63 amg 4matic,2018,https://kolesa.kz/a/show/217976681?search_id=a68f45091fb4c67bb4f9e3b8b10648bc624bc5c1&search_type=filter&advert_position=603,100000000,Астана,29 апреля,295,True,False,False,129095000.0,100 000 000 ₸,2018 - н.в. W463,Внедорожник,4 (бензин),39350,Автомат,Полный привод,Слева,Не указан,Да,all,100000000,4.0,Mercedes-benz,29095000.0,Yes,8,11111111.111111112
Land rover range rover se,2021,https://kolesa.kz/a/show/214600266?search_id=a68f45091fb4c67bb4f9e3b8b10648bc624bc5c1&search_type=filter&advert_position=604,114554000,Караганда,30 апреля,2290,True,False,False,79103000.0,114 554 000 ₸,2021 - н.в. 5 поколение,Внедорожник,3 (бензин),0,Автомат,Полный привод,Слева,Не указан,Да,all,114554000,3.0,Land,-35451000.0,No,5,19092333.333333332
Porsche 911 carrera 4 gts,2018,https://kolesa.kz/a/show/217591231?search_id=a68f45091fb4c67bb4f9e3b8b10648bc624bc5c1&search_type=filter&advert_position=605,83000000,Алматы,30 апреля,1102,True,False,False,79103000.0,83 000 000 ₸,2018 - н.в. 992,Купе,3 (бензин),0,Робот,Полный привод,Слева,Красный металлик,Да,all,83000000,3.0,Porsche,-3897000.0,No,8,9222222.222222222
Porsche 911 carrera 4 gts,2024,https://kolesa.kz/a/show/209138909?search_id=a68f45091fb4c67bb4f9e3b8b10648bc624bc5c1&search_type=filter&advert_position=606,89000000,Алматы,29 апреля,13311,True,False,False,79103000.0,89 000 000 ₸,2024 - н.в. 992 рестайлинг (992),Купе,3 (гибрид),0,Робот,Полный привод,Слева,Серебристый,Да,all,89000000,3.0,Porsche,-9897000.0,No,2,29666666.666666668
Mercedes-benz g 63 amg 4matic,2018,https://kolesa.kz/a/show/217975971?search_id=a68f45091fb4c67bb4f9e3b8b10648bc624bc5c1&search_type=filter&advert_position=607,109000000,Алматы,29 апреля,360,True,False,False,129095000.0,109 000 000 ₸,2018 - н.в. W463,Внедорожник,4 (бензин),32900,Автомат,Полный привод,Слева,Не указан,Да,all,109000000,4.0,Mercedes-benz,20095000.0,Yes,8,12111111.111111112
Mercedes-benz gle coupe 53 amg 4matic,2019,https://kolesa.kz/a/show/197189492?search_id=a68f45091fb4c67bb4f9e3b8b10648bc624bc5c1&search_type=filter&advert_position=609,85000000,Астана,29 апреля,4179,False,False,True,79103000.0,85 000 000 ₸,2019 - н.в. C293,Кроссовер,3 (бензин),0,Автомат,Полный привод,Слева,Черный металлик,Да,all,85000000,3.0,Mercedes-benz,-5897000.0,No,7,10625000.0
Lexus lm vip,2019,https://kolesa.kz/a/show/212591166?search_id=a68f45091fb4c67bb4f9e3b8b10648bc624bc5c1&search_type=filter&advert_position=610,92490000,Алматы,29 апреля,11035,False,False,True,79103000.0,92 490 000 ₸,2019 - н.в. 1 поколение,Минивэн,2.5 (гибрид),0,Вариатор,Полный привод,Слева,Черный металлик,Да,all,92490000,2.5,Lexus,-13387000.0,No,7,11561250.0
Mercedes-benz gle 53 amg 4matic,2019,https://kolesa.kz/a/show/217174805?search_id=a68f45091fb4c67bb4f9e3b8b10648bc624bc5c1&search_type=filter&advert_position=611,77219663,Алматы,30 апреля,774,False,False,True,79103000.0,77 219 663 ₸,2019 - н.в. V167,Кроссовер,3 (бензин),7,Автомат,Полный привод,Слева,Черный металлик,Да,all,77219663,3.0,Mercedes-benz,1883337.0,No,7,9652457.875
Land rover defender x-dynamic se,2019,https://kolesa.kz/a/show/217207969?search_id=a68f45091fb4c67bb4f9e3b8b10648bc624bc5c1&search_type=filter&advert_position=613,81056000,Шымкент,29 апреля,309,True,False,False,79103000.0,81 056 000 ₸,2019 - н.в. 2 поколение (L663),Внедорожник,3 (бензин),20,Автомат,Полный привод,Слева,Коричневый металлик,Да,all,81056000,3.0,Land,-1953000.0,No,7,10132000.0
Bmw x5 xdrive 40i,2023,https://kolesa.kz/a/show/215664946?search_id=a68f45091fb4c67bb4f9e3b8b10648bc624bc5c1&search_type=filter&advert_position=614,72248000,Актау,29 апреля,432,False,False,True,65066000.0,72 248 000 ₸,2023 - н.в. G05 рестайлинг,Кроссовер,3 (бензин),10,Автомат,Полный привод,Слева,Не указан,Да,all,72248000,3.0,Bmw,-7182000.0,No,3,18062000.0
Mercedes-benz g 63 amg 4matic,2018,https://kolesa.kz/a/show/200538170?search_id=a68f45091fb4c67bb4f9e3b8b10648bc624bc5c1&search_type=filter&advert_position=615,203500000,Астана,29 апреля,8071,False,False,True,193829000.0,203 500 000 ₸,2018 - н.в. W463,Внедорожник,4 (бензин),10,Автомат,Полный привод,Слева,Черный металлик,Да,all,203500000,4.0,Mercedes-benz,-9671000.0,No,8,22611111.111111112
Land rover defender x-dynamic se,2019,https://kolesa.kz/a/show/217207447?search_id=a68f45091fb4c67bb4f9e3b8b10648bc624bc5c1&search_type=filter&advert_position=616,81327000,Шымкент,30 апреля,151,True,False,False,79103000.0,81 327 000 ₸,2019 - н.в. 2 поколение (L663),Внедорожник,3 (бензин),20,Автомат,Полный привод,Слева,Белый,Да,all,81327000,3.0,Land,-2224000.0,No,7,10165875.0
Land rover defender s,2019,https://kolesa.kz/a/show/217207278?search_id=a68f45091fb4c67bb4f9e3b8b10648bc624bc5c1&search_type=filter&advert_position=617,81724000,Усть-каменогорск,29 апреля,217,True,False,False,79103000.0,81 724 000 ₸,2019 - н.в. 2 поколение (L663),Внедорожник,3 (бензин),20,Автомат,Полный привод,Слева,Белый,Да,all,81724000,3.0,Land,-2621000.0,No,7,10215500.0
Mercedes-benz gle coupe 450 amg 4matic,2019,https://kolesa.kz/a/show/164338219?search_id=a68f45091fb4c67bb4f9e3b8b10648bc624bc5c1&search_type=filter&advert_position=618,74000000,Астана,29 апреля,1912,False,False,True,79103000.0,74 000 000 ₸,2019 - н.в. C293,Кроссовер,3 (бензин),0,Автомат,Полный привод,Слева,Черный металлик,Да,all,74000000,3.0,Mercedes-benz,5103000.0,Yes,7,9250000.0
Mercedes-benz g 63 amg 4matic,2018,https://kolesa.kz/a/show/209138433?search_id=a68f45091fb4c67bb4f9e3b8b10648bc624bc5c1&search_type=filter&advert_position=619,114000000,Алматы,29 апреля,53,True,False,False,193829000.0,114 000 000 ₸,2018 - н.в. W463,Внедорожник,4 (бензин),0,Автомат,Полный привод,Слева,Черный металлик,Да,all,114000000,4.0,Mercedes-benz,79829000.0,Yes,8,12666666.666666666
Toyota land cruiser luxe,2021,https://kolesa.kz/a/show/211810196?search_id=a68f45091fb4c67bb4f9e3b8b10648bc624bc5c1&search_type=filter&advert_position=620,70890000,Алматы,29 апреля,5952,False,False,True,79103000.0,70 890 000 ₸,2021 - н.в. J300,Внедорожник,3.5 (бензин),0,Автомат,Полный привод,Слева,Белый,Да,all,70890000,3.5,Toyota,8213000.0,Yes,5,11815000.0
Cadillac escalade,2024,https://kolesa.kz/a/show/217516483?search_id=adb823a1b9e9aa921ba05c2e51a60aac527f3540&search_type=filter&advert_position=621,103500000,Астана,29 апреля,504,False,False,False,100000000.0,103 500 000 ₸,2024 - н.в. 5 поколение рестайлинг,Внедорожник,6.2 (бензин),0,Автомат,Полный привод,Слева,Черный,Да,all,103500000,6.2,Cadillac,-3500000.0,No,2,34500000.0
Land rover range rover sport dynamic hse,2022,https://kolesa.kz/a/show/217409766?search_id=adb823a1b9e9aa921ba05c2e51a60aac527f3540&search_type=filter&advert_position=622,111398000,Атырау,29 апреля,423,True,False,False,79103000.0,111 398 000 ₸,2022 - н.в. 3 поколение,Внедорожник,3 (бензин),20,Автомат,Полный привод,Слева,Серый,Да,all,111398000,3.0,Land,-32295000.0,No,4,22279600.0
Toyota land cruiser luxe,2021,https://kolesa.kz/a/show/200887788?search_id=adb823a1b9e9aa921ba05c2e51a60aac527f3540&search_type=filter&advert_position=623,70890000,Шымкент,29 апреля,2505,False,False,True,67236000.0,70 890 000 ₸,2021 - н.в. J300,Внедорожник,3.5 (бензин),0,Автомат,Полный привод,Слева,Черный металлик,Да,all,70890000,3.5,Toyota,-3654000.0,No,5,11815000.0
Bmw x6 xdrive 40i,2023,https://kolesa.kz/a/show/217083176?search_id=adb823a1b9e9aa921ba05c2e51a60aac527f3540&search_type=filter&advert_position=624,60000000,Алматы,29 апреля,605,True,False,False,79103000.0,60 000 000 ₸,2023 - н.в. G06 рестайлинг,Кроссовер,3 (бензин),0,Автомат,Полный привод,Слева,Не указан,Нет,all,60000000,3.0,Bmw,19103000.0,Yes,3,15000000.0
Toyota land cruiser gr sport,2021,https://kolesa.kz/a/show/216441667?search_id=adb823a1b9e9aa921ba05c2e51a60aac527f3540&search_type=filter&advert_position=625,68100000,Актобе,29 апреля,986,False,False,True,67236000.0,68 100 000 ₸,2021 - н.в. J300,Внедорожник,3.5 (бензин),0,Автомат,Полный привод,Слева,Белый,Да,all,68100000,3.5,Toyota,-864000.0,No,5,11350000.0
Porsche cayenne coupe,2023,https://kolesa.kz/a/show/217201205?search_id=adb823a1b9e9aa921ba05c2e51a60aac527f3540&search_type=filter&advert_position=626,125070070,Алматы,29 апреля,392,False,False,False,79103000.0,125 070 070 ₸,2023 - н.в. 3 поколение рестайлинг (9YB),Кроссовер,4 (бензин),36000,Автомат,Полный привод,Слева,Синий,Да,all,125070070,4.0,Porsche,-45967070.0,No,3,31267517.5
Lexus gx 550 luxury,2023,https://kolesa.kz/a/show/211562170?search_id=adb823a1b9e9aa921ba05c2e51a60aac527f3540&search_type=filter&advert_position=627,69290000,Алматы,29 апреля,7313,False,False,True,59305000.0,69 290 000 ₸,2023 - н.в. 3 поколение (J250),Внедорожник,3.4 (бензин),0,Автомат,Полный привод,Слева,Серебристый металлик,Да,all,69290000,3.4,Lexus,-9985000.0,No,3,17322500.0
Land rover defender x-dynamic se,2019,https://kolesa.kz/a/show/216157220?search_id=adb823a1b9e9aa921ba05c2e51a60aac527f3540&search_type=filter&advert_position=628,81056000,Алматы,30 апреля,762,True,False,False,79103000.0,81 056 000 ₸,2019 - н.в. 2 поколение (L663),Внедорожник,3 (бензин),20,Автомат,Полный привод,Слева,Коричневый металлик,Да,all,81056000,3.0,Land,-1953000.0,No,7,10132000.0
Bmw m5,2024,https://kolesa.kz/a/show/213350410?search_id=adb823a1b9e9aa921ba05c2e51a60aac527f3540&search_type=filter&advert_position=629,80000000,Астана,30 апреля,8831,True,False,False,79103000.0,80 000 000 ₸,2024 - н.в. G90,Седан,4.4 (гибрид),0,Автомат,Полный привод,Слева,Не указан,Нет,all,80000000,4.4,Bmw,-897000.0,No,2,26666666.666666668
Toyota land cruiser prestige,2021,https://kolesa.kz/a/show/207069654?search_id=adb823a1b9e9aa921ba05c2e51a60aac527f3540&search_type=filter&advert_position=631,65390000,Атырау,29 апреля,2273,True,False,False,67236000.0,65 390 000 ₸,2021 - н.в. J300,Внедорожник,3.5 (бензин),0,Автомат,Полный привод,Слева,Не указан,Да,all,65390000,3.5,Toyota,1846000.0,No,5,10898333.333333334
Lamborghini urus,2017,https://kolesa.kz/a/show/217626736?search_id=adb823a1b9e9aa921ba05c2e51a60aac527f3540&search_type=filter&advert_position=632,101000000,Алматы,29 апреля,903,True,False,False,79103000.0,101 000 000 ₸,2017 - н.в. 1 поколение,Кроссовер,4 (бензин),0,Автомат,Полный привод,Слева,Жёлтый,Нет,all,101000000,4.0,Lamborghini,-21897000.0,No,9,10100000.0
Land rover range rover autobiography,2021,https://kolesa.kz/a/show/216598793?search_id=adb823a1b9e9aa921ba05c2e51a60aac527f3540&search_type=filter&advert_position=633,103000000,Алматы,30 апреля,889,True,False,False,79103000.0,103 000 000 ₸,2021 - н.в. 5 поколение,Внедорожник,3 (бензин),0,Автомат,Полный привод,Слева,Черный,Нет,all,103000000,3.0,Land,-23897000.0,No,5,17166666.666666668
Bmw i7,2022,https://kolesa.kz/a/show/217098945?search_id=adb823a1b9e9aa921ba05c2e51a60aac527f3540&search_type=filter&advert_position=634,83000000,Алматы,30 апреля,207,True,False,False,79103000.0,83 000 000 ₸,2022 - н.в. 1 поколение,Седан,Не указан,19443,Автомат,Полный привод,Слева,Не указан,Да,all,83000000,3.5,Bmw,-3897000.0,No,4,16600000.0
Infiniti qx80 sensory,2024,https://kolesa.kz/a/show/209487759?search_id=adb823a1b9e9aa921ba05c2e51a60aac527f3540&search_type=filter&advert_position=635,76990000,Актау,30 апреля,2606,False,False,True,79103000.0,76 990 000 ₸,2024 - н.в. Z63,Внедорожник,3.5 (бензин),0,Автомат,Полный привод,Слева,Не указан,Да,all,76990000,3.5,Infiniti,2113000.0,No,2,25663333.333333332
Mercedes-benz gle coupe 53 amg 4matic,2019,https://kolesa.kz/a/show/207045266?search_id=adb823a1b9e9aa921ba05c2e51a60aac527f3540&search_type=filter&advert_position=636,90654100,Алматы,29 апреля,5010,False,False,True,79103000.0,90 654 100 ₸,2019 - н.в. C293,Кроссовер,3 (бензин),5,Автомат,Полный привод,Слева,Черный металлик,Да,all,90654100,3.0,Mercedes-benz,-11551100.0,No,7,11331762.5
Mercedes-benz v 300 exclusive,2014,https://kolesa.kz/a/show/199897283?search_id=adb823a1b9e9aa921ba05c2e51a60aac527f3540&search_type=filter&advert_position=637,64379000,Алматы,30 апреля,4726,False,False,True,79103000.0,64 379 000 ₸,2014 - н.в. W447,Минивэн,2 (дизель),0,Автомат,Полный привод,Слева,Черный металлик,Да,all,64379000,2.0,Mercedes-benz,14724000.0,Yes,12,4952230.769230769
Mercedes-benz g 63 amg 4matic,2018,https://kolesa.kz/a/show/129055866?search_id=adb823a1b9e9aa921ba05c2e51a60aac527f3540&search_type=filter&advert_position=639,205000000,Астана,30 апреля,6128,False,False,True,193829000.0,205 000 000 ₸,2018 - н.в. W463,Внедорожник,4 (бензин),0,Автомат,Полный привод,Слева,Бронза,Да,all,205000000,4.0,Mercedes-benz,-11171000.0,No,8,22777777.777777776
Nissan patrol platinum city,2024,https://kolesa.kz/a/show/209555171?search_id=93d6ef6cb776b33f9c6b74973277296643ae42fb&search_type=filter&advert_position=641,64990000,Актау,29 апреля,2149,False,False,True,79103000.0,64 990 000 ₸,2024 - н.в. Y63,Внедорожник,3.5 (бензин),0,Автомат,Полный привод,Слева,Не указан,Да,all,64990000,3.5,Nissan,14113000.0,Yes,2,21663333.333333332
Toyota land cruiser,2021,https://kolesa.kz/a/show/218695943?search_id=93d6ef6cb776b33f9c6b74973277296643ae42fb&search_type=filter&advert_position=642,67000000,Алматы,30 апреля,53,False,False,False,60621000.0,67 000 000 ₸,2021 - н.в. J300,Внедорожник,3.5 (бензин),3800,Автомат,Полный привод,Слева,Черный,Да,all,67000000,3.5,Toyota,-6379000.0,No,5,11166666.666666666
Mercedes-benz amg gt,2017,https://kolesa.kz/a/show/217373439?search_id=93d6ef6cb776b33f9c6b74973277296643ae42fb&search_type=filter&advert_position=643,78000000,Алматы,30 апреля,364,False,False,False,79103000.0,78 000 000 ₸,2017 - 2024 1 поколение рестайлинг,Купе,4 (бензин),9500,Робот,Задний привод,Слева,Белый,Да,all,78000000,4.0,Mercedes-benz,1103000.0,No,9,7800000.0
Bmw m5,2024,https://kolesa.kz/a/show/212983727?search_id=93d6ef6cb776b33f9c6b74973277296643ae42fb&search_type=filter&advert_position=644,92000000,Алматы,30 апреля,25,False,False,False,79103000.0,92 000 000 ₸,2024 - н.в. G90,Седан,4.4 (гибрид),7339,Автомат,Полный привод,Слева,Черный,Да,all,92000000,4.4,Bmw,-12897000.0,No,2,30666666.666666668
Land rover range rover sport autobiography,2022,https://kolesa.kz/a/show/213377991?search_id=93d6ef6cb776b33f9c6b74973277296643ae42fb&search_type=filter&advert_position=645,80000000,Астана,30 апреля,2332,True,False,False,79103000.0,80 000 000 ₸,2022 - н.в. 3 поколение,Внедорожник,3 (бензин),0,Автомат,Полный привод,Слева,Не указан,Нет,all,80000000,3.0,Land,-897000.0,No,4,16000000.0
Bmw m5,2024,https://kolesa.kz/a/show/215873313?search_id=93d6ef6cb776b33f9c6b74973277296643ae42fb&search_type=filter&advert_position=646,82000000,Астана,30 апреля,2559,True,False,False,79103000.0,82 000 000 ₸,2024 - н.в. G90,Седан,4.4 (гибрид),0,Автомат,Полный привод,Слева,Не указан,Нет,all,82000000,4.4,Bmw,-2897000.0,No,2,27333333.333333332
Land rover range rover se,2021,https://kolesa.kz/a/show/214600250?search_id=93d6ef6cb776b33f9c6b74973277296643ae42fb&search_type=filter&advert_position=647,114554000,Актобе,30 апреля,1668,True,False,False,79103000.0,114 554 000 ₸,2021 - н.в. 5 поколение,Внедорожник,3 (бензин),0,Автомат,Полный привод,Слева,Не указан,Да,all,114554000,3.0,Land,-35451000.0,No,5,19092333.333333332
Bmw x7,2022,https://kolesa.kz/a/show/216399186?search_id=93d6ef6cb776b33f9c6b74973277296643ae42fb&search_type=filter&advert_position=648,77000000,Караганда,30 апреля,525,False,False,False,73673000.0,77 000 000 ₸,2022 - н.в. G07 рестайлинг,Кроссовер,4.4 (бензин),40000,Автомат,Полный привод,Слева,Серый металлик,Да,all,77000000,4.4,Bmw,-3327000.0,No,4,15400000.0
Mercedes-benz gle 53 amg 4matic,2019,https://kolesa.kz/a/show/129054612?search_id=93d6ef6cb776b33f9c6b74973277296643ae42fb&search_type=filter&advert_position=650,83900000,Астана,30 апреля,237,False,False,True,79103000.0,83 900 000 ₸,2019 - н.в. V167,Кроссовер,3 (бензин),0,Автомат,Полный привод,Слева,Белый металлик,Да,all,83900000,3.0,Mercedes-benz,-4797000.0,No,7,10487500.0
Toyota land cruiser premium,2021,https://kolesa.kz/a/show/218695898?search_id=93d6ef6cb776b33f9c6b74973277296643ae42fb&search_type=filter&advert_position=651,66000000,Тараз,30 апреля,4,True,False,False,60621000.0,66 000 000 ₸,2021 - н.в. J300,Внедорожник,3.5 (бензин),21620,Автомат,Полный привод,Слева,Черный металлик,Да,all,66000000,3.5,Toyota,-5379000.0,No,5,11000000.0
Bmw x7 xdrive 40i,2022,https://kolesa.kz/a/show/218703756?search_id=93d6ef6cb776b33f9c6b74973277296643ae42fb&search_type=filter&advert_position=652,64000000,Шымкент,30 апреля,19,True,False,False,71561000.0,64 000 000 ₸,2022 - н.в. G07 рестайлинг,Кроссовер,3 (бензин),0,Автомат,Полный привод,Слева,Не указан,Да,all,64000000,3.0,Bmw,7561000.0,Yes,4,12800000.0
Bmw x6,2023,https://kolesa.kz/a/show/214001303?search_id=93d6ef6cb776b33f9c6b74973277296643ae42fb&search_type=filter&advert_position=653,67900000,Костанай,30 апреля,489,False,False,False,67300000.0,67 900 000 ₸,2023 - н.в. G06 рестайлинг,Кроссовер,3 (бензин),14000,Автомат,Полный привод,Слева,Черный,Да,all,67900000,3.0,Bmw,-600000.0,No,3,16975000.0
Toyota land cruiser premium,2021,https://kolesa.kz/a/show/218696234?search_id=93d6ef6cb776b33f9c6b74973277296643ae42fb&search_type=filter&advert_position=654,66000000,Кызылорда,30 апреля,14,True,False,False,60621000.0,66 000 000 ₸,2021 - н.в. J300,Внедорожник,3.5 (бензин),21620,Автомат,Полный привод,Слева,Черный металлик,Да,all,66000000,3.5,Toyota,-5379000.0,No,5,11000000.0
Lexus lx 600 luxury,2021,https://kolesa.kz/a/show/218707094?search_id=93d6ef6cb776b33f9c6b74973277296643ae42fb&search_type=filter&advert_position=655,65100000,Астана,30 апреля,28,True,False,False,69560000.0,65 100 000 ₸,2021 - н.в. 4 поколение,Внедорожник,3.5 (бензин),48762,Автомат,Полный привод,Слева,Черный,Да,all,65100000,3.5,Lexus,4460000.0,Yes,5,10850000.0
