title,year,link,price,monthly_payment,down_payment_pct,city,date,views,is_verified_seller,is_from_dealer,is_official_dealer,down_payment,mean_price,offer_price,generation,bodywork,engine_volume,mileage,transmission,drive,wheel,color,customs_clearance_in_kz,city_filter,price_numeric
Toyota Land Cruiser Luxe,2021,https://kolesa.kz/a/show/211810196?search_id=a68f45091fb4c67bb4f9e3b8b10648bc624bc5c1&search_type=filter&advert_position=620,70 890 000₸,,,Алматы,29 апреля,5952,FALSE,FALSE,TRUE,,,70 890 000 ₸,2021 - н.в. J300,Внедорожник,3.5 (бензин),,Автомат,Полный привод,Слева,белый,Да,all,70890000
Cadillac Escalade,2024,https://kolesa.kz/a/show/217516483?search_id=adb823a1b9e9aa921ba05c2e51a60aac527f3540&search_type=filter&advert_position=621,103 500 000₸,,,Астана,29 апреля,504,FALSE,FALSE,FALSE,,100 000 000 ₸,103 500 000 ₸,2024 - н.в. 5 поколение рестайлинг,Внедорожник,6.2 (бензин),,Автомат,Полный привод,Слева,черный,Да,all,103500000
Land Rover Range Rover Sport Dynamic HSE,2022,https://kolesa.kz/a/show/217409766?search_id=adb823a1b9e9aa921ba05c2e51a60aac527f3540&search_type=filter&advert_position=622,111 398 000₸,,,Атырау,29 апреля,423,TRUE,FALSE,FALSE,,,111 398 000 ₸,2022 - н.в. 3 поколение,Внедорожник,3 (бензин),20 км,Автомат,Полный привод,Слева,серый,Да,all,111398000
Toyota Land Cruiser Luxe,2021,https://kolesa.kz/a/show/200887788?search_id=adb823a1b9e9aa921ba05c2e51a60aac527f3540&search_type=filter&advert_position=623,70 890 000₸,,,Шымкент,29 апреля,2505,FALSE,FALSE,TRUE,,67 236 000 ₸,70 890 000 ₸,2021 - н.в. J300,Внедорожник,3.5 (бензин),,Автомат,Полный привод,Слева,черный металлик,Да,all,70890000
BMW X6 XDrive 40i,2023,https://kolesa.kz/a/show/217083176?search_id=adb823a1b9e9aa921ba05c2e51a60aac527f3540&search_type=filter&advert_position=624,60 000 000₸,,,Алматы,29 апреля,605,TRUE,FALSE,FALSE,,,60 000 000 ₸,2023 - н.в. G06 рестайлинг,Кроссовер,3 (бензин),,Автомат,Полный привод,Слева,,Нет,all,60000000
Toyota Land Cruiser GR Sport,2021,https://kolesa.kz/a/show/216441667?search_id=adb823a1b9e9aa921ba05c2e51a60aac527f3540&search_type=filter&advert_position=625,68 100 000₸,,,Актобе,29 апреля,986,FALSE,FALSE,TRUE,,67 236 000 ₸,68 100 000 ₸,2021 - н.в. J300,Внедорожник,3.5 (бензин),,Автомат,Полный привод,Слева,белый,Да,all,68100000
Porsche Cayenne Coupe,2023,https://kolesa.kz/a/show/217201205?search_id=adb823a1b9e9aa921ba05c2e51a60aac527f3540&search_type=filter&advert_position=626,125 070 070₸,,,Алматы,29 апреля,392,FALSE,FALSE,FALSE,,,125 070 070 ₸,2023 - н.в. 3 поколение рестайлинг (9YB),Кроссовер,4 (бензин),36 000 км,Автомат,Полный привод,Слева,синий,Да,all,125070070
Lexus GX 550 Luxury+,2023,https://kolesa.kz/a/show/211562170?search_id=adb823a1b9e9aa921ba05c2e51a60aac527f3540&search_type=filter&advert_position=627,69 290 000₸,,,Алматы,29 апреля,7313,FALSE,FALSE,TRUE,,59 305 000 ₸,69 290 000 ₸,2023 - н.в. 3 поколение (J250),Внедорожник,3.4 (бензин),,Автомат,Полный привод,Слева,серебристый металлик,Да,all,69290000
Land Rover Defender X-Dynamic SE,2019,https://kolesa.kz/a/show/216157220?search_id=adb823a1b9e9aa921ba05c2e51a60aac527f3540&search_type=filter&advert_position=628,81 056 000₸,,,Алматы,30 апреля,762,TRUE,FALSE,FALSE,,,81 056 000 ₸,2019 - н.в. 2 поколение (L663),Внедорожник,3 (бензин),20 км,Автомат,Полный привод,Слева,коричневый металлик,Да,all,81056000
BMW M5,2024,https://kolesa.kz/a/show/213350410?search_id=adb823a1b9e9aa921ba05c2e51a60aac527f3540&search_type=filter&advert_position=629,80 000 000₸,,,Астана,30 апреля,8831,TRUE,FALSE,FALSE,,,80 000 000 ₸,2024 - н.в. G90,Седан,4.4 (гибрид),,Автомат,Полный привод,Слева,,Нет,all,80000000
BMW X5 XDrive 40i,2023,https://kolesa.kz/a/show/216434277?search_id=adb823a1b9e9aa921ba05c2e51a60aac527f3540&search_type=filter&advert_position=630,72 411 921₸,,,Алматы,30 апреля,524,FALSE,FALSE,TRUE,,65 066 000 ₸,72 411 921 ₸,2023 - н.в. G05 рестайлинг,Кроссовер,3 (бензин),,Автомат,Полный привод,Слева,,Да,all,72411921
Toyota Land Cruiser Prestige,2021,https://kolesa.kz/a/show/207069654?search_id=adb823a1b9e9aa921ba05c2e51a60aac527f3540&search_type=filter&advert_position=631,65 390 000₸,,,Атырау,29 апреля,2273,TRUE,FALSE,FALSE,,67 236 000 ₸,65 390 000 ₸,2021 - н.в. J300,Внедорожник,3.5 (бензин),,Автомат,Полный привод,Слева,,Да,all,65390000
Lamborghini Urus,2017,https://kolesa.kz/a/show/217626736?search_id=adb823a1b9e9aa921ba05c2e51a60aac527f3540&search_type=filter&advert_position=632,101 000 000₸,,,Алматы,29 апреля,903,TRUE,FALSE,FALSE,,,101 000 000 ₸,2017 - н.в. 1 поколение,Кроссовер,4 (бензин),,Автомат,Полный привод,Слева,жёлтый,Нет,all,101000000
Land Rover Range Rover Autobiography,2021,https://kolesa.kz/a/show/216598793?search_id=adb823a1b9e9aa921ba05c2e51a60aac527f3540&search_type=filter&advert_position=633,103 000 000₸,,,Алматы,30 апреля,889,TRUE,FALSE,FALSE,,,103 000 000 ₸,2021 - н.в. 5 поколение,Внедорожник,3 (бензин),,Автомат,Полный привод,Слева,черный,Нет,all,103000000
BMW i7,2022,https://kolesa.kz/a/show/217098945?search_id=adb823a1b9e9aa921ba05c2e51a60aac527f3540&search_type=filter&advert_position=634,83 000 000₸,,,Алматы,30 апреля,207,TRUE,FALSE,FALSE,,,83 000 000 ₸,2022 - н.в. 1 поколение,Седан,,19 443 км,Автомат,Полный привод,Слева,,Да,all,83000000
Infiniti QX80 Sensory,2024,https://kolesa.kz/a/show/209487759?search_id=adb823a1b9e9aa921ba05c2e51a60aac527f3540&search_type=filter&advert_position=635,76 990 000₸,,,Актау,30 апреля,2606,FALSE,FALSE,TRUE,,,76 990 000 ₸,2024 - н.в. Z63,Внедорожник,3.5 (бензин),,Автомат,Полный привод,Слева,,Да,all,76990000
Mercedes-Benz GLE Coupe 53 AMG 4MATIC,2019,https://kolesa.kz/a/show/207045266?search_id=adb823a1b9e9aa921ba05c2e51a60aac527f3540&search_type=filter&advert_position=636,90 654 100₸,,,Алматы,29 апреля,5010,FALSE,FALSE,TRUE,,,90 654 100 ₸,2019 - н.в. C293,Кроссовер,3 (бензин),5 км,Автомат,Полный привод,Слева,черный металлик,Да,all,90654100
Mercedes-Benz V 300 Exclusive,2014,https://kolesa.kz/a/show/199897283?search_id=adb823a1b9e9aa921ba05c2e51a60aac527f3540&search_type=filter&advert_position=637,64 379 000₸,,,Алматы,30 апреля,4726,FALSE,FALSE,TRUE,,,64 379 000 ₸,2014 - н.в. W447,Минивэн,2 (дизель),,Автомат,Полный привод,Слева,черный металлик,Да,all,64379000
Infiniti QX80,2024,https://kolesa.kz/a/show/214044163?search_id=adb823a1b9e9aa921ba05c2e51a60aac527f3540&search_type=filter&advert_position=638,76 990 000₸,,,Астана,30 апреля,1750,FALSE,FALSE,TRUE,,,76 990 000 ₸,2024 - н.в. Z63,Внедорожник,3.5 (бензин),,Автомат,Полный привод,Слева,,Да,all,76990000
Mercedes-Benz G 63 AMG 4MATIC,2018,https://kolesa.kz/a/show/129055866?search_id=adb823a1b9e9aa921ba05c2e51a60aac527f3540&search_type=filter&advert_position=639,205 000 000₸,,,Астана,30 апреля,6128,FALSE,FALSE,TRUE,,193 829 000 ₸,205 000 000 ₸,2018 - н.в. W463,Внедорожник,4 (бензин),,Автомат,Полный привод,Слева,бронза,Да,all,205000000
BMW X5 XDrive 40i,2023,https://kolesa.kz/a/show/216434519?search_id=adb823a1b9e9aa921ba05c2e51a60aac527f3540&search_type=filter&advert_position=640,72 411 921₸,,,Алматы,29 апреля,334,FALSE,FALSE,TRUE,,65 066 000 ₸,72 411 921 ₸,2023 - н.в. G05 рестайлинг,Кроссовер,3 (бензин),,Автомат,Полный привод,Слева,,Да,all,72411921
Nissan Patrol Platinum City,2024,https://kolesa.kz/a/show/209555171?search_id=93d6ef6cb776b33f9c6b74973277296643ae42fb&search_type=filter&advert_position=641,64 990 000₸,,,Актау,29 апреля,2149,FALSE,FALSE,TRUE,,,64 990 000 ₸,2024 - н.в. Y63,Внедорожник,3.5 (бензин),,Автомат,Полный привод,Слева,,Да,all,64990000
Toyota Land Cruiser,2021,https://kolesa.kz/a/show/218695943?search_id=93d6ef6cb776b33f9c6b74973277296643ae42fb&search_type=filter&advert_position=642,67 000 000₸,584 021₸/мес,73%,Алматы,30 апреля,53,FALSE,FALSE,FALSE,584 021₸,60 621 000 ₸,67 000 000 ₸,2021 - н.в. J300,Внедорожник,3.5 (бензин),3 800 км,Автомат,Полный привод,Слева,черный,Да,all,67000000
Mercedes-Benz AMG GT,2017,https://kolesa.kz/a/show/217373439?search_id=93d6ef6cb776b33f9c6b74973277296643ae42fb&search_type=filter&advert_position=643,78 000 000₸,,,Алматы,30 апреля,364,FALSE,FALSE,FALSE,,,78 000 000 ₸,2017 - 2024 1 поколение рестайлинг,Купе,4 (бензин),9 500 км,Робот,Задний привод,Слева,белый,Да,all,78000000
BMW M5,2024,https://kolesa.kz/a/show/212983727?search_id=93d6ef6cb776b33f9c6b74973277296643ae42fb&search_type=filter&advert_position=644,92 000 000₸,,,Алматы,30 апреля,25,FALSE,FALSE,FALSE,,,92 000 000 ₸,2024 - н.в. G90,Седан,4.4 (гибрид),7 339 км,Автомат,Полный привод,Слева,черный,Да,all,92000000
Land Rover Range Rover Sport Autobiography,2022,https://kolesa.kz/a/show/213377991?search_id=93d6ef6cb776b33f9c6b74973277296643ae42fb&search_type=filter&advert_position=645,80 000 000₸,,,Астана,30 апреля,2332,TRUE,FALSE,FALSE,,,80 000 000 ₸,2022 - н.в. 3 поколение,Внедорожник,3 (бензин),,Автомат,Полный привод,Слева,,Нет,all,80000000
BMW M5,2024,https://kolesa.kz/a/show/215873313?search_id=93d6ef6cb776b33f9c6b74973277296643ae42fb&search_type=filter&advert_position=646,82 000 000₸,,,Астана,30 апреля,2559,TRUE,FALSE,FALSE,,,82 000 000 ₸,2024 - н.в. G90,Седан,4.4 (гибрид),,Автомат,Полный привод,Слева,,Нет,all,82000000
Land Rover Range Rover SE,2021,https://kolesa.kz/a/show/214600250?search_id=93d6ef6cb776b33f9c6b74973277296643ae42fb&search_type=filter&advert_position=647,114 554 000₸,,,Актобе,30 апреля,1668,TRUE,FALSE,FALSE,,,114 554 000 ₸,2021 - н.в. 5 поколение,Внедорожник,3 (бензин),,Автомат,Полный привод,Слева,,Да,all,114554000
BMW X7,2022,https://kolesa.kz/a/show/216399186?search_id=93d6ef6cb776b33f9c6b74973277296643ae42fb&search_type=filter&advert_position=648,77 000 000₸,584 021₸/мес,77%,Караганда,30 апреля,525,FALSE,FALSE,FALSE,584 021₸,73 673 000 ₸,77 000 000 ₸,2022 - н.в. G07 рестайлинг,Кроссовер,4.4 (бензин),40 000 км,Автомат,Полный привод,Слева,серый металлик,Да,all,77000000
Mercedes-Benz S 450 4MATIC,2020,https://kolesa.kz/a/show/129054582?search_id=93d6ef6cb776b33f9c6b74973277296643ae42fb&search_type=filter&advert_position=649,120 000 000₸,,,Астана,30 апреля,388,FALSE,FALSE,TRUE,,,120 000 000 ₸,2020 - н.в. W223,Седан,3 (бензин),,Автомат,Полный привод,Слева,черный металлик,Да,all,120000000
Mercedes-Benz GLE 53 AMG 4MATIC+,2019,https://kolesa.kz/a/show/129054612?search_id=93d6ef6cb776b33f9c6b74973277296643ae42fb&search_type=filter&advert_position=650,83 900 000₸,,,Астана,30 апреля,237,FALSE,FALSE,TRUE,,,83 900 000 ₸,2019 - н.в. V167,Кроссовер,3 (бензин),,Автомат,Полный привод,Слева,белый металлик,Да,all,83900000
Toyota Land Cruiser Premium,2021,https://kolesa.kz/a/show/218695898?search_id=93d6ef6cb776b33f9c6b74973277296643ae42fb&search_type=filter&advert_position=651,66 000 000₸,,,Тараз,30 апреля,4,TRUE,FALSE,FALSE,,60 621 000 ₸,66 000 000 ₸,2021 - н.в. J300,Внедорожник,3.5 (бензин),21 620 км,Автомат,Полный привод,Слева,черный металлик,Да,all,66000000
BMW X7 XDrive 40i,2022,https://kolesa.kz/a/show/218703756?search_id=93d6ef6cb776b33f9c6b74973277296643ae42fb&search_type=filter&advert_position=652,64 000 000₸,,,Шымкент,30 апреля,19,TRUE,FALSE,FALSE,,71 561 000 ₸,64 000 000 ₸,2022 - н.в. G07 рестайлинг,Кроссовер,3 (бензин),,Автомат,Полный привод,Слева,,Да,all,64000000
BMW X6,2023,https://kolesa.kz/a/show/214001303?search_id=93d6ef6cb776b33f9c6b74973277296643ae42fb&search_type=filter&advert_position=653,67 900 000₸,584 021₸/мес,73%,Костанай,30 апреля,489,FALSE,FALSE,FALSE,584 021₸,67 300 000 ₸,67 900 000 ₸,2023 - н.в. G06 рестайлинг,Кроссовер,3 (бензин),14 000 км,Автомат,Полный привод,Слева,черный,Да,all,67900000
Toyota Land Cruiser Premium,2021,https://kolesa.kz/a/show/218696234?search_id=93d6ef6cb776b33f9c6b74973277296643ae42fb&search_type=filter&advert_position=654,66 000 000₸,,,Кызылорда,30 апреля,14,TRUE,FALSE,FALSE,,60 621 000 ₸,66 000 000 ₸,2021 - н.в. J300,Внедорожник,3.5 (бензин),21 620 км,Автомат,Полный привод,Слева,черный металлик,Да,all,66000000
Lexus LX 600 Luxury+,2021,https://kolesa.kz/a/show/218707094?search_id=93d6ef6cb776b33f9c6b74973277296643ae42fb&search_type=filter&advert_position=655,65 100 000₸,,,Астана,30 апреля,28,TRUE,FALSE,FALSE,,69 560 000 ₸,65 100 000 ₸,2021 - н.в. 4 поколение,Внедорожник,3.5 (бензин),48 762 км,Автомат,Полный привод,Слева,черный,Да,all,65100000
Infiniti QX80,2024,https://kolesa.kz/a/show/209547625?search_id=93d6ef6cb776b33f9c6b74973277296643ae42fb&search_type=filter&advert_position=656,76 990 000₸,,,Талдыкорган,30 апреля,1724,FALSE,FALSE,TRUE,,,76 990 000 ₸,2024 - н.в. Z63,Внедорожник,3.5 (бензин),,Автомат,Полный привод,Слева,,Да,all,76990000
Mercedes-Benz V 300 Exclusive,2014,https://kolesa.kz/a/show/129056029?search_id=93d6ef6cb776b33f9c6b74973277296643ae42fb&search_type=filter&advert_position=657,78 500 000₸,,,Астана,30 апреля,2239,FALSE,FALSE,TRUE,,,78 500 000 ₸,2014 - н.в. W447,Минивэн,2 (дизель),,Автомат,Полный привод,Слева,черный металлик,Да,all,78500000
Infiniti QX80,2024,https://kolesa.kz/a/show/214043484?search_id=93d6ef6cb776b33f9c6b74973277296643ae42fb&search_type=filter&advert_position=658,76 990 000₸,,,Экибастуз,30 апреля,1242,FALSE,FALSE,TRUE,,,76 990 000 ₸,2024 - н.в. Z63,Внедорожник,3.5 (бензин),,Автомат,Полный привод,Слева,,Да,all,76990000
Land Rover Range Rover Sport,2022,https://kolesa.kz/a/show/175636135?search_id=93d6ef6cb776b33f9c6b74973277296643ae42fb&search_type=filter&advert_position=659,80 000 000₸,,,Алматы,30 апреля,3746,FALSE,FALSE,FALSE,,71 247 000 ₸,80 000 000 ₸,2022 - н.в. 3 поколение,Внедорожник,3 (бензин),12 000 км,Автомат,Полный привод,Слева,черный,Да,all,80000000
BMW X7 XDrive 40i,2022,https://kolesa.kz/a/show/217609054?search_id=93d6ef6cb776b33f9c6b74973277296643ae42fb&search_type=filter&advert_position=660,89 854 000₸,,,Караганда,30 апреля,253,FALSE,FALSE,TRUE,,79 300 000 ₸,89 854 000 ₸,2022 - н.в. G07 рестайлинг,Кроссовер,3 (бензин),,Автомат,Полный привод,Слева,черный металлик,Да,all,89854000
Toyota Land Cruiser Premium,2021,https://kolesa.kz/a/show/218695618?search_id=1534d938db53722033b04bd9d9b82680ccf557d5&search_type=filter&advert_position=661,66 000 000₸,,,Шымкент,30 апреля,24,TRUE,FALSE,FALSE,,60 621 000 ₸,66 000 000 ₸,2021 - н.в. J300,Внедорожник,3.5 (бензин),21 620 км,Автомат,Полный привод,Слева,черный металлик,Да,all,66000000
Mercedes-Benz G 63 AMG,2018,https://kolesa.kz/a/show/217606718?search_id=1534d938db53722033b04bd9d9b82680ccf557d5&search_type=filter&advert_position=662,100 000 000₸,,,Алматы,30 апреля,905,FALSE,FALSE,FALSE,,113 951 000 ₸,100 000 000 ₸,2018 - н.в. W463,Внедорожник,4 (бензин),37 000 км,Автомат,Полный привод,Слева,белый,Да,all,100000000
Mercedes-Benz G 63 AMG,2018,https://kolesa.kz/a/show/218602120?search_id=1534d938db53722033b04bd9d9b82680ccf557d5&search_type=filter&advert_position=663,145 000 000₸,,,Алматы,30 апреля,115,FALSE,FALSE,FALSE,,146 412 000 ₸,145 000 000 ₸,2018 - н.в. W463,Внедорожник,4 (бензин),15 800 км,Автомат,Полный привод,Слева,,Да,all,145000000
Nissan Patrol Titanium+,2024,https://kolesa.kz/a/show/209551236?search_id=1534d938db53722033b04bd9d9b82680ccf557d5&search_type=filter&advert_position=664,64 990 000₸,,,Шымкент,30 апреля,1763,FALSE,FALSE,TRUE,,,64 990 000 ₸,2024 - н.в. Y63,Внедорожник,3.5 (бензин),,Автомат,Полный привод,Слева,,Да,all,64990000
Nissan Patrol Titanium+,2024,https://kolesa.kz/a/show/209576475?search_id=1534d938db53722033b04bd9d9b82680ccf557d5&search_type=filter&advert_position=665,64 990 000₸,,,Шымкент,30 апреля,1960,FALSE,FALSE,TRUE,,,64 990 000 ₸,2024 - н.в. Y63,Внедорожник,3.5 (бензин),,Автомат,Полный привод,Слева,,Да,all,64990000
Nissan Patrol,2024,https://kolesa.kz/a/show/209578056?search_id=1534d938db53722033b04bd9d9b82680ccf557d5&search_type=filter&advert_position=666,64 990 000₸,,,Актау,30 апреля,1978,FALSE,FALSE,TRUE,,,64 990 000 ₸,2024 - н.в. Y63,Внедорожник,3.5 (бензин),,Автомат,Полный привод,Слева,,Да,all,64990000
Mercedes-Benz G 63 AMG 4MATIC,2018,https://kolesa.kz/a/show/218714105?search_id=1534d938db53722033b04bd9d9b82680ccf557d5&search_type=filter&advert_position=667,105 000 000₸,,,Алматы,30 апреля,37,TRUE,FALSE,FALSE,,113 951 000 ₸,105 000 000 ₸,2018 - н.в. W463,Внедорожник,4 (бензин),,Автомат,Полный привод,Слева,,Да,all,105000000
Nissan Patrol Titanium+,2024,https://kolesa.kz/a/show/201984112?search_id=1534d938db53722033b04bd9d9b82680ccf557d5&search_type=filter&advert_position=668,64 999 000₸,,,Кокшетау,30 апреля,2350,FALSE,FALSE,TRUE,,,64 999 000 ₸,2024 - н.в. Y63,Внедорожник,3.5 (бензин),,Автомат,Полный привод,Слева,,Да,all,64999000
Nissan Patrol Titanium+,2024,https://kolesa.kz/a/show/202140751?search_id=1534d938db53722033b04bd9d9b82680ccf557d5&search_type=filter&advert_position=669,64 990 000₸,,,Павлодар,30 апреля,1882,FALSE,FALSE,TRUE,,,64 990 000 ₸,2024 - н.в. Y63,Внедорожник,3.5 (бензин),,Автомат,Полный привод,Слева,,Да,all,64990000
Mercedes-Benz GLS 63 AMG 4MATIC,2019,https://kolesa.kz/a/show/204522643?search_id=1534d938db53722033b04bd9d9b82680ccf557d5&search_type=filter&advert_position=670,127 629 000₸,,,Алматы,30 апреля,8200,FALSE,FALSE,TRUE,,,127 629 000 ₸,2019 - н.в. X167,Внедорожник,4 (бензин),,Автомат,Полный привод,Слева,черный металлик,Да,all,127629000
Ferrari 296 GTB,2021,https://kolesa.kz/a/show/218721657?search_id=1534d938db53722033b04bd9d9b82680ccf557d5&search_type=filter&advert_position=671,126 000 000₸,,,Алматы,30 апреля,63,TRUE,FALSE,FALSE,,,126 000 000 ₸,2021 - н.в. 1 поколение,Купе,3 (гибрид),,Робот,Задний привод,Слева,синий металлик,Да,all,126000000
BMW X5 M,2019,https://kolesa.kz/a/show/215287596?search_id=1534d938db53722033b04bd9d9b82680ccf557d5&search_type=filter&advert_position=672,60 000 000₸,,,Алматы,30 апреля,148,FALSE,FALSE,FALSE,,62 482 000 ₸,60 000 000 ₸,2019 - н.в. F95,Кроссовер,4.4 (бензин),25 500 км,Автомат,Полный привод,Слева,,Да,all,60000000
BMW X5,2023,https://kolesa.kz/a/show/207097867?search_id=1534d938db53722033b04bd9d9b82680ccf557d5&search_type=filter&advert_position=673,60 000 000₸,584 021₸/мес,70%,Алматы,30 апреля,1782,FALSE,FALSE,FALSE,584 021₸,59 457 000 ₸,60 000 000 ₸,2023 - н.в. G05 рестайлинг,Кроссовер,3 (бензин),24 000 км,Автомат,Полный привод,Слева,,Да,all,60000000
Land Rover Range Rover Sport Dynamic SE,2022,https://kolesa.kz/a/show/215949261?search_id=1534d938db53722033b04bd9d9b82680ccf557d5&search_type=filter&advert_position=674,98 717 000₸,,,Астана,30 апреля,986,FALSE,FALSE,TRUE,,,98 717 000 ₸,2022 - н.в. 3 поколение,Внедорожник,3 (бензин),,Автомат,Полный привод,Слева,,Да,all,98717000
Land Rover Range Rover SE,2021,https://kolesa.kz/a/show/214389708?search_id=1534d938db53722033b04bd9d9b82680ccf557d5&search_type=filter&advert_position=675,114 554 000₸,,,Астана,30 апреля,2295,FALSE,FALSE,TRUE,,,114 554 000 ₸,2021 - н.в. 5 поколение,Внедорожник,3 (бензин),,Автомат,Полный привод,Слева,,Да,all,114554000
BMW X7 XDrive 40i,2022,https://kolesa.kz/a/show/217704972?search_id=1534d938db53722033b04bd9d9b82680ccf557d5&search_type=filter&advert_position=676,84 366 827₸,,,Астана,30 апреля,262,FALSE,FALSE,TRUE,,79 300 000 ₸,84 366 827 ₸,2022 - н.в. G07 рестайлинг,Кроссовер,3 (бензин),,Автомат,Полный привод,Слева,,Да,all,84366827
Lexus LX 700h VIP,2021,https://kolesa.kz/a/show/217587800?search_id=1534d938db53722033b04bd9d9b82680ccf557d5&search_type=filter&advert_position=677,85 000 000₸,,,Алматы,30 апреля,788,TRUE,FALSE,FALSE,,,85 000 000 ₸,2021 - н.в. 4 поколение,Внедорожник,3.4 (бензин),,Автомат,Полный привод,Слева,,Нет,all,85000000
Mercedes-Benz AMG GT,2017,https://kolesa.kz/a/show/202725936?search_id=1534d938db53722033b04bd9d9b82680ccf557d5&search_type=filter&advert_position=678,95 000 000₸,,,Кокшетау,30 апреля,204,FALSE,FALSE,FALSE,,,95 000 000 ₸,2017 - 2024 1 поколение рестайлинг,Лифтбек,4 (гибрид),11 000 км,Автомат,Полный привод,Слева,,Да,all,95000000
Porsche 911 GT3,2024,https://kolesa.kz/a/show/214595025?search_id=1534d938db53722033b04bd9d9b82680ccf557d5&search_type=filter&advert_position=679,216 127 800₸,,,Алматы,30 апреля,4925,FALSE,FALSE,TRUE,,,216 127 800 ₸,2024 - н.в. 992 рестайлинг (992),Купе,4 (бензин),,Робот,Задний привод,Слева,серый металлик,Да,all,216127800
Infiniti QX80 Autograph,2024,https://kolesa.kz/a/show/213369878?search_id=1534d938db53722033b04bd9d9b82680ccf557d5&search_type=filter&advert_position=680,67 799 000₸,,,Алматы,30 апреля,4061,TRUE,FALSE,FALSE,,,67 799 000 ₸,2024 - н.в. Z63,Внедорожник,3.5 (бензин),,Автомат,Полный привод,Слева,серый металлик,Нет,all,67799000
Mercedes-Benz GLS 450 4MATIC,2019,https://kolesa.kz/a/show/212276598?search_id=412da389af6b9466d6f7d0616afcdad88199ce6b&search_type=filter&advert_position=681,82 186 000₸,,,Алматы,30 апреля,6973,FALSE,FALSE,TRUE,,84 971 000 ₸,82 186 000 ₸,2019 - н.в. X167,Внедорожник,3 (бензин),5 км,Автомат,Полный привод,Слева,белый металлик,Да,all,82186000
Mercedes-Benz S 560,2017,https://kolesa.kz/a/show/214510659?search_id=412da389af6b9466d6f7d0616afcdad88199ce6b&search_type=filter&advert_position=682,65 000 000₸,,,Алматы,30 апреля,960,FALSE,FALSE,FALSE,,,65 000 000 ₸,2017 - 2020 W222/C217/A217 рестайлинг,Кабриолет,4 (бензин),40 000 км,Автомат,Задний привод,Слева,,Да,all,65000000
Mercedes-Benz G 500,2018,https://kolesa.kz/a/show/210920467?search_id=412da389af6b9466d6f7d0616afcdad88199ce6b&search_type=filter&advert_position=683,112 000 000₸,,,Алматы,30 апреля,585,FALSE,FALSE,FALSE,,,112 000 000 ₸,2018 - н.в. W463,Внедорожник,4 (бензин),33 000 км,Автомат,Полный привод,Слева,черный,Да,all,112000000
Lamborghini Huracan,2014,https://kolesa.kz/a/show/218710189?search_id=412da389af6b9466d6f7d0616afcdad88199ce6b&search_type=filter&advert_position=684,127 000 000₸,,,Алматы,30 апреля,58,TRUE,FALSE,FALSE,,,127 000 000 ₸,2014 - н.в. 1 поколение,Кабриолет,5.2 (бензин),,Робот,Полный привод,Слева,,Нет,all,127000000
Land Rover Range Rover,2021,https://kolesa.kz/a/show/218728520?search_id=412da389af6b9466d6f7d0616afcdad88199ce6b&search_type=filter&advert_position=685,100 000 000₸,,,Алматы,30 апреля,0,FALSE,FALSE,FALSE,,93 787 000 ₸,100 000 000 ₸,2021 - н.в. 5 поколение,Внедорожник,4.4 (бензин),,Автомат,Полный привод,Слева,белый металлик,Да,all,100000000
Cadillac Escalade,2020,https://kolesa.kz/a/show/215697407?search_id=412da389af6b9466d6f7d0616afcdad88199ce6b&search_type=filter&advert_position=686,61 000 000₸,,,Астана,30 апреля,90,FALSE,FALSE,FALSE,,61 959 000 ₸,61 000 000 ₸,2020 - н.в. 5 поколение,Внедорожник,6.2 (бензин),50 000 км,Автомат,Полный привод,Слева,черный металлик,Да,all,61000000
Mercedes-Benz GLE 450 4MATIC,2019,https://kolesa.kz/a/show/216533256?search_id=412da389af6b9466d6f7d0616afcdad88199ce6b&search_type=filter&advert_position=687,66 000 000₸,,,Уральск,30 апреля,405,FALSE,FALSE,TRUE,,,66 000 000 ₸,2019 - н.в. V167,Кроссовер,3 (бензин),26 км,Автомат,Полный привод,Слева,черный металлик,Да,all,66000000
Rivian R1S,2018,https://kolesa.kz/a/show/218724798?search_id=412da389af6b9466d6f7d0616afcdad88199ce6b&search_type=filter&advert_position=688,82 000 000₸,,,Алматы,30 апреля,1,FALSE,FALSE,FALSE,,82 845 000 ₸,82 000 000 ₸,2018 - н.в. 1 поколение,Внедорожник,,5 000 км,Автомат,Полный привод,Слева,,Да,all,82000000
Rolls-Royce Phantom,2003,https://kolesa.kz/a/show/182142240?search_id=412da389af6b9466d6f7d0616afcdad88199ce6b&search_type=filter&advert_position=689,200 000 000₸,,,Алматы,30 апреля,2,FALSE,FALSE,FALSE,,,200 000 000 ₸,2003 - 2009 7 поколение (RR1),Седан,6.7 (бензин),77 000 км,Автомат,Задний привод,Слева,черный металлик,Да,all,200000000
Tesla Model S,2021,https://kolesa.kz/a/show/194692386?search_id=412da389af6b9466d6f7d0616afcdad88199ce6b&search_type=filter&advert_position=690,72 000 000₸,,,Алматы,30 апреля,126,FALSE,TRUE,FALSE,,,72 000 000 ₸,2021 - н.в. 1 поколение [2-й рестайлинг] (5YJS),Лифтбек,,900 км,Автомат,Полный привод,Слева,черный металлик,Да,all,72000000
