title,year,link,price,monthly_payment,down_payment_pct,city,date,views,is_verified_seller,is_from_dealer,is_official_dealer,down_payment,mean_price,offer_price,generation,bodywork,engine_volume,mileage,transmission,drive,wheel,color,customs_clearance_in_kz,city_filter,price_numeric
Mercedes-Benz G 63 AMG,2024,https://kolesa.kz/a/show/211908536?search_id=cbcddba770bcd067a2437ba7190b68792003845a&search_type=filter&advert_position=1051,176 000 000₸,,,Алматы,28 апреля,3546,FALSE,FALSE,FALSE,,189 071 000 ₸,176 000 000 ₸,2024 - н.в. W465 рестайлинг,Внедорожник,4 (бензин),,Автомат,Полный привод,Слева,черный,Да,all,176000000
Mercedes-Benz GLC 63 AMG,2019,https://kolesa.kz/a/show/193126769?search_id=cbcddba770bcd067a2437ba7190b68792003845a&search_type=filter&advert_position=1052,96 000 000₸,,,Алматы,28 апреля,32,FALSE,FALSE,FALSE,,,96 000 000 ₸,2019 - 2022 X253/C253 рестайлинг,Кроссовер,4 (бензин),50 км,Автомат,Полный привод,Слева,серый,Да,all,96000000
Cadillac Escalade,2024,https://kolesa.kz/a/show/211913352?search_id=cbcddba770bcd067a2437ba7190b68792003845a&search_type=filter&advert_position=1053,98 000 000₸,,,Алматы,28 апреля,3408,FALSE,FALSE,FALSE,,,98 000 000 ₸,2024 - н.в. 5 поколение рестайлинг,Внедорожник,6.2 (бензин),,Автомат,Полный привод,Слева,черный,Да,all,98000000
Mercedes-Benz G 63 AMG,2024,https://kolesa.kz/a/show/218512584?search_id=cbcddba770bcd067a2437ba7190b68792003845a&search_type=filter&advert_position=1054,195 000 000₸,,,Алматы,28 апреля,87,FALSE,FALSE,FALSE,,177 311 000 ₸,195 000 000 ₸,2024 - н.в. W463 рестайлинг,Внедорожник,4 (бензин),16 700 км,Автомат,Полный привод,Слева,черный,Да,all,195000000
BMW M3,2020,https://kolesa.kz/a/show/218501581?search_id=cbcddba770bcd067a2437ba7190b68792003845a&search_type=filter&advert_position=1055,69 000 000₸,,,Алматы,28 апреля,88,FALSE,TRUE,FALSE,,,69 000 000 ₸,2020 - н.в. G80,Универсал,3 (бензин),11 000 км,Автомат,Полный привод,Слева,черный металлик,Да,all,69000000
Lamborghini Urus,2017,https://kolesa.kz/a/show/210189970?search_id=cbcddba770bcd067a2437ba7190b68792003845a&search_type=filter&advert_position=1056,169 500 000₸,,,Астана,28 апреля,92,FALSE,FALSE,FALSE,,,169 500 000 ₸,2017 - н.в. 1 поколение,Кроссовер,4 (бензин),44 000 км,Автомат,Полный привод,Слева,жёлтый,Да,all,169500000
Mercedes-Benz S 580,2020,https://kolesa.kz/a/show/215635423?search_id=cbcddba770bcd067a2437ba7190b68792003845a&search_type=filter&advert_position=1057,73 000 000₸,,,Алматы,28 апреля,28,FALSE,FALSE,FALSE,,88 073 000 ₸,73 000 000 ₸,2020 - н.в. W223,Седан,4 (бензин),33 000 км,Автомат,Полный привод,Слева,,Да,all,73000000
Bentley Continental GT,2017,https://kolesa.kz/a/show/213646144?search_id=cbcddba770bcd067a2437ba7190b68792003845a&search_type=filter&advert_position=1058,99 500 000₸,,,Алматы,28 апреля,93,FALSE,FALSE,FALSE,,,99 500 000 ₸,2017 - н.в. 3 поколение (3S),Купе,6 (бензин),53 000 км,Робот,Полный привод,Слева,,Да,all,99500000
Mercedes-Benz S 580,2020,https://kolesa.kz/a/show/215358013?search_id=cbcddba770bcd067a2437ba7190b68792003845a&search_type=filter&advert_position=1059,73 800 000₸,,,Алматы,28 апреля,47,FALSE,FALSE,FALSE,,79 524 000 ₸,73 800 000 ₸,2020 - н.в. W223,Седан,4 (бензин),23 000 км,Автомат,Полный привод,Слева,черный,Да,all,73800000
BMW X7,2022,https://kolesa.kz/a/show/213438785?search_id=cbcddba770bcd067a2437ba7190b68792003845a&search_type=filter&advert_position=1060,69 000 000₸,584 021₸/мес,74%,Астана,28 апреля,18,FALSE,FALSE,FALSE,584 021₸,61 285 000 ₸,69 000 000 ₸,2022 - н.в. G07 рестайлинг,Кроссовер,3 (бензин),34 000 км,Автомат,Полный привод,Слева,белый,Да,all,69000000
Lexus LX 570,2015,https://kolesa.kz/a/show/207389965?search_id=c39c2aa1e1d1f5396ba3521340cfc34bd337643a&search_type=filter&advert_position=1061,68 500 000₸,584 021₸/мес,74%,Астана,28 апреля,76,FALSE,FALSE,FALSE,584 021₸,57 686 000 ₸,68 500 000 ₸,2015 - н.в. 3 поколение [2-й рестайлинг] (J2),Внедорожник,5.7 (бензин),67 000 км,Автомат,Полный привод,Слева,белый,Да,all,68500000
Lexus LX 570,2015,https://kolesa.kz/a/show/198590559?search_id=c39c2aa1e1d1f5396ba3521340cfc34bd337643a&search_type=filter&advert_position=1062,65 000 000₸,584 021₸/мес,72%,Астана,28 апреля,89,FALSE,FALSE,FALSE,584 021₸,54 877 000 ₸,65 000 000 ₸,2015 - н.в. 3 поколение [2-й рестайлинг] (J2),Внедорожник,5.7 (бензин),18 000 км,Автомат,Полный привод,Слева,черный,Да,all,65000000
Mercedes-Benz AMG GT,2017,https://kolesa.kz/a/show/215634207?search_id=c39c2aa1e1d1f5396ba3521340cfc34bd337643a&search_type=filter&advert_position=1063,97 500 000₸,,,Алматы,28 апреля,59,FALSE,FALSE,FALSE,,,97 500 000 ₸,2017 - 2024 1 поколение рестайлинг,Лифтбек,4 (бензин),8 400 км,Робот,Полный привод,Слева,серый,Да,all,97500000
Rolls-Royce Ghost,2014,https://kolesa.kz/a/show/215521055?search_id=c39c2aa1e1d1f5396ba3521340cfc34bd337643a&search_type=filter&advert_position=1064,115 000 000₸,,,Алматы,28 апреля,201,FALSE,FALSE,FALSE,,,115 000 000 ₸,2014 - 2020 1 поколение рестайлинг (RR4),Седан,6.6 (бензин),38 000 км,Автомат,Задний привод,Слева,,Да,all,115000000
Lexus LX 570,2015,https://kolesa.kz/a/show/188945182?search_id=c39c2aa1e1d1f5396ba3521340cfc34bd337643a&search_type=filter&advert_position=1065,68 000 000₸,584 021₸/мес,74%,Астана,28 апреля,57,FALSE,FALSE,FALSE,584 021₸,54 877 000 ₸,68 000 000 ₸,2015 - н.в. 3 поколение [2-й рестайлинг] (J2),Внедорожник,5.7 (бензин),17 000 км,Автомат,Полный привод,Слева,серый металлик,Да,all,68000000
Lamborghini Urus,2017,https://kolesa.kz/a/show/216631278?search_id=c39c2aa1e1d1f5396ba3521340cfc34bd337643a&search_type=filter&advert_position=1066,137 500 000₸,,,Алматы,28 апреля,101,FALSE,FALSE,FALSE,,,137 500 000 ₸,2017 - н.в. 1 поколение,Кроссовер,4 (бензин),52 000 км,Автомат,Полный привод,Слева,черный,Да,all,137500000
Nissan Silvia,2024,https://kolesa.kz/a/show/218513762?search_id=c39c2aa1e1d1f5396ba3521340cfc34bd337643a&search_type=filter&advert_position=1067,73 230 000₸,,,Москва,28 апреля,344,FALSE,FALSE,FALSE,,,73 230 000 ₸,1993 - 1996 S14,Купе,2 (бензин),10 000 км,Механика,Задний привод,Справа,розовый,Нет,all,73230000
Mercedes-Benz G 63 AMG,2024,https://kolesa.kz/a/show/192494685?search_id=c39c2aa1e1d1f5396ba3521340cfc34bd337643a&search_type=filter&advert_position=1068,238 000 000₸,,,Алматы,28 апреля,10087,FALSE,FALSE,FALSE,,174 225 000 ₸,238 000 000 ₸,2024 - н.в. W463 рестайлинг,Внедорожник,4 (бензин),,Автомат,Полный привод,Слева,черный,Да,all,238000000
Land Rover Range Rover,2021,https://kolesa.kz/a/show/218513674?search_id=c39c2aa1e1d1f5396ba3521340cfc34bd337643a&search_type=filter&advert_position=1069,98 000 000₸,,,Алматы,28 апреля,48,FALSE,FALSE,FALSE,,91 822 000 ₸,98 000 000 ₸,2021 - н.в. 5 поколение,Внедорожник,3 (бензин),22 000 км,Автомат,Полный привод,Слева,черный металлик,Да,all,98000000
Mercedes-Benz S 600,2009,https://kolesa.kz/a/show/216869803?search_id=c39c2aa1e1d1f5396ba3521340cfc34bd337643a&search_type=filter&advert_position=1070,89 900 000₸,,,Астана,28 апреля,103,FALSE,FALSE,FALSE,,,89 900 000 ₸,2009 - 2013 W221 рестайлинг,Седан,6 (бензин),34 000 км,Автомат,Полный привод,Слева,,Да,all,89900000
Mercedes-Benz GLS 450,2019,https://kolesa.kz/a/show/210361087?search_id=c39c2aa1e1d1f5396ba3521340cfc34bd337643a&search_type=filter&advert_position=1071,68 400 000₸,,,Астана,28 апреля,24,FALSE,FALSE,FALSE,,65 267 000 ₸,68 400 000 ₸,2019 - н.в. X167,Внедорожник,3 (бензин),35 000 км,Автомат,Полный привод,Слева,черный,Да,all,68400000
Ferrari 458,2009,https://kolesa.kz/a/show/215514356?search_id=c39c2aa1e1d1f5396ba3521340cfc34bd337643a&search_type=filter&advert_position=1072,149 000 000₸,,,Алматы,28 апреля,908,FALSE,FALSE,FALSE,,,149 000 000 ₸,2009 - 2015 1 поколение,Купе,4.6 (бензин),25 000 км,Робот,Задний привод,Слева,красный,Да,all,149000000
Bentley Bentayga,2015,https://kolesa.kz/a/show/195378569?search_id=c39c2aa1e1d1f5396ba3521340cfc34bd337643a&search_type=filter&advert_position=1073,189 000 000₸,,,Астана,28 апреля,66,FALSE,FALSE,FALSE,,,189 000 000 ₸,2015 - н.в. 1 поколение (4V1),Кроссовер,4 (бензин),4 800 км,Автомат,Полный привод,Слева,синий,Да,all,189000000
Mercedes-Benz S 450,2020,https://kolesa.kz/a/show/206533121?search_id=c39c2aa1e1d1f5396ba3521340cfc34bd337643a&search_type=filter&advert_position=1074,74 900 000₸,,,Астана,28 апреля,32,FALSE,FALSE,FALSE,,69 685 000 ₸,74 900 000 ₸,2020 - н.в. W223,Седан,3 (бензин),1 200 км,Автомат,Полный привод,Слева,черный,Да,all,74900000
BMW X7,2022,https://kolesa.kz/a/show/208063909?search_id=c39c2aa1e1d1f5396ba3521340cfc34bd337643a&search_type=filter&advert_position=1075,69 900 000₸,584 021₸/мес,74%,Астана,28 апреля,18,FALSE,FALSE,FALSE,584 021₸,76 442 000 ₸,69 900 000 ₸,2022 - н.в. G07 рестайлинг,Кроссовер,4.4 (бензин),56 000 км,Автомат,Полный привод,Слева,серый,Да,all,69900000
Rolls-Royce Ghost,2014,https://kolesa.kz/a/show/215349405?search_id=c39c2aa1e1d1f5396ba3521340cfc34bd337643a&search_type=filter&advert_position=1076,129 000 000₸,,,Алматы,28 апреля,81,FALSE,FALSE,FALSE,,,129 000 000 ₸,2014 - 2020 1 поколение рестайлинг (RR4),Седан,6.6 (бензин),46 000 км,Автомат,Задний привод,Слева,черный,Да,all,129000000
Rolls-Royce Wraith,2013,https://kolesa.kz/a/show/193932951?search_id=c39c2aa1e1d1f5396ba3521340cfc34bd337643a&search_type=filter&advert_position=1077,110 000 000₸,,,Астана,28 апреля,72,FALSE,FALSE,FALSE,,,110 000 000 ₸,2013 - н.в. 2 поколение (RR5),Купе,6.6 (бензин),55 000 км,Автомат,Задний привод,Слева,черный,Да,all,110000000
Porsche Panamera,2016,https://kolesa.kz/a/show/193852463?search_id=c39c2aa1e1d1f5396ba3521340cfc34bd337643a&search_type=filter&advert_position=1078,65 000 000₸,,,Астана,28 апреля,34,FALSE,FALSE,FALSE,,,65 000 000 ₸,2016 - 2020 971,Лифтбек,4 (бензин),36 000 км,Автомат,Полный привод,Слева,черный,Да,all,65000000
BMW 850,2018,https://kolesa.kz/a/show/213601158?search_id=c39c2aa1e1d1f5396ba3521340cfc34bd337643a&search_type=filter&advert_position=1079,69 500 000₸,,,Астана,28 апреля,30,FALSE,FALSE,FALSE,,,69 500 000 ₸,2018 - н.в. G15,Седан,4.4 (бензин),28 000 км,Автомат,Полный привод,Слева,белый,Да,all,69500000
Mercedes-Benz S 63 AMG,2017,https://kolesa.kz/a/show/195815703?search_id=c39c2aa1e1d1f5396ba3521340cfc34bd337643a&search_type=filter&advert_position=1080,65 300 000₸,,,Астана,28 апреля,86,FALSE,FALSE,FALSE,,43 859 000 ₸,65 300 000 ₸,2017 - 2020 W222/C217/A217 рестайлинг,Седан,4 (бензин),34 000 км,Автомат,Полный привод,Слева,черный,Да,all,65300000
BMW X5 M,2023,https://kolesa.kz/a/show/196901353?search_id=b6df526d4c44d3726f4810ce01ed805d8af5d88a&search_type=filter&advert_position=1081,80 000 000₸,,,Алматы,28 апреля,180,FALSE,FALSE,FALSE,,86 500 000 ₸,80 000 000 ₸,2023 - н.в. F95 рестайлинг,Кроссовер,4.4 (бензин),21 000 км,Автомат,Полный привод,Слева,,Да,all,80000000
Mercedes-Benz G 63 AMG,2024,https://kolesa.kz/a/show/211909569?search_id=b6df526d4c44d3726f4810ce01ed805d8af5d88a&search_type=filter&advert_position=1082,285 000 000₸,,,Алматы,28 апреля,15914,FALSE,FALSE,FALSE,,189 071 000 ₸,285 000 000 ₸,2024 - н.в. W465 рестайлинг,Внедорожник,4 (бензин),,Автомат,Полный привод,Слева,зеленый,Да,all,285000000
Lexus LX 600,2021,https://kolesa.kz/a/show/218509281?search_id=b6df526d4c44d3726f4810ce01ed805d8af5d88a&search_type=filter&advert_position=1083,89 500 000₸,,,Алматы,28 апреля,47,FALSE,FALSE,FALSE,,86 302 000 ₸,89 500 000 ₸,2021 - н.в. 4 поколение,Внедорожник,3.5 (бензин),6 900 км,Автомат,Полный привод,Слева,черный,Да,all,89500000
BMW X7,2022,https://kolesa.kz/a/show/218509910?search_id=b6df526d4c44d3726f4810ce01ed805d8af5d88a&search_type=filter&advert_position=1084,68 500 000₸,584 021₸/мес,74%,Алматы,28 апреля,35,FALSE,FALSE,FALSE,584 021₸,73 673 000 ₸,68 500 000 ₸,2022 - н.в. G07 рестайлинг,Кроссовер,4.4 (бензин),49 000 км,Автомат,Полный привод,Слева,,Да,all,68500000
BMW X7,2022,https://kolesa.kz/a/show/212860461?search_id=b6df526d4c44d3726f4810ce01ed805d8af5d88a&search_type=filter&advert_position=1085,76 000 000₸,584 021₸/мес,76%,Алматы,28 апреля,46,FALSE,FALSE,FALSE,584 021₸,76 442 000 ₸,76 000 000 ₸,2022 - н.в. G07 рестайлинг,Кроссовер,4.4 (бензин),43 000 км,Автомат,Полный привод,Слева,белый металлик,Да,all,76000000
Lexus LX 570,2015,https://kolesa.kz/a/show/216970903?search_id=b6df526d4c44d3726f4810ce01ed805d8af5d88a&search_type=filter&advert_position=1086,63 500 000₸,584 021₸/мес,72%,Астана,28 апреля,70,FALSE,FALSE,FALSE,584 021₸,57 686 000 ₸,63 500 000 ₸,2015 - н.в. 3 поколение [2-й рестайлинг] (J2),Внедорожник,5.7 (бензин),71 000 км,Автомат,Полный привод,Слева,зеленый металлик,Да,all,63500000
Mercedes-Benz G 63 AMG,2024,https://kolesa.kz/a/show/211907883?search_id=b6df526d4c44d3726f4810ce01ed805d8af5d88a&search_type=filter&advert_position=1087,177 000 000₸,,,Астана,28 апреля,2949,FALSE,FALSE,FALSE,,189 071 000 ₸,177 000 000 ₸,2024 - н.в. W465 рестайлинг,Внедорожник,4 (бензин),,Автомат,Полный привод,Слева,черный,Да,all,177000000
Mercedes-Benz G 63 AMG,2024,https://kolesa.kz/a/show/211905687?search_id=b6df526d4c44d3726f4810ce01ed805d8af5d88a&search_type=filter&advert_position=1088,175 000 000₸,,,Алматы,28 апреля,2919,FALSE,FALSE,FALSE,,189 071 000 ₸,175 000 000 ₸,2024 - н.в. W465 рестайлинг,Внедорожник,4 (бензин),,Автомат,Полный привод,Слева,черный,Да,all,175000000
Porsche Cayman,2016,https://kolesa.kz/a/show/211569708?search_id=b6df526d4c44d3726f4810ce01ed805d8af5d88a&search_type=filter&advert_position=1089,72 000 000₸,,,Алматы,28 апреля,4337,FALSE,TRUE,FALSE,,,72 000 000 ₸,2016 - н.в. 982,Купе,4 (бензин),4 680 км,Робот,Задний привод,Слева,зеленый,Да,all,72000000
